customer_id,age,gender,region,registration_year,account_age_years,prime_status,membership_tier,total_orders,total_spend_usd,avg_order_value,return_rate_pct,num_returns,top_category,unique_categories_browsed,avg_review_score,num_reviews_written,wishlist_items,avg_daily_browsing_min,preferred_device,preferred_payment,discount_usage_rate_pct,coupon_redemptions,subscription_services,last_purchase_days_ago,customer_lifetime_value,churn_risk_score,satisfaction_rating,customer_segment_label
AMZ-100120,43,Female,Southeast Asia,2018,7,Prime,Diamond,7,448.48,64.07,42.86,3,Grocery,6,2.0,41,19,55,Desktop,Gift Card,72.44,35,4,352,582.07,0.4012,Dissatisfied,Occasional Buyer
AMZ-100121,61,Male,Europe,2019,6,Prime,Platinum,52,1751.96,33.69,0.0,0,Grocery,5,4.0,7,11,108,Tablet,Cash on Delivery,70.41,2,3,380,2152.16,0.1903,Very Satisfied,Loyal Shopper
AMZ-100122,25,Non-Binary,Europe,2018,7,Non-Prime,Diamond,6,795.9,132.65,33.33,2,Clothing,6,3.8,43,49,124,Smart TV,UPI,7.1,4,4,476,1070.49,0.2009,Satisfied,Bargain Hunter
AMZ-100123,37,Female,Middle East,2022,3,Non-Prime,Diamond,30,7913.73,263.79,10.0,3,Automotive,3,3.8,15,20,56,Tablet,Cash on Delivery,30.6,22,3,626,8516.82,0.9925,Neutral,Premium Spender
AMZ-100124,39,Non-Binary,Southeast Asia,2020,5,Prime,Diamond,59,4028.12,68.27,1.69,1,Electronics,2,3.9,7,29,80,Tablet,Net Banking,60.42,32,4,459,5603.17,0.7087,Very Satisfied,Loyal Shopper
AMZ-100125,19,Female,Southeast Asia,2019,6,Non-Prime,Gold,28,4411.79,157.56,14.29,4,Automotive,9,3.5,8,13,105,Mobile,Debit Card,40.78,2,3,701,5398.27,0.6006,Very Satisfied,Premium Spender
AMZ-100126,59,Female,East Asia,2015,10,Prime,Diamond,2,78.63,39.31,50.0,1,Books,6,2.1,17,3,4,Alexa,Gift Card,50.24,29,1,669,106.99,0.1413,Neutral,Inactive User
AMZ-100127,35,Male,Southeast Asia,2017,8,Non-Prime,Gold,11,313.28,28.48,54.55,6,Books,4,2.7,17,21,155,Smart TV,Cash on Delivery,51.28,24,1,252,448.31,0.9228,Dissatisfied,Bargain Hunter
AMZ-100128,23,Non-Binary,Latin America,2023,2,Prime,Silver,14,126.56,9.04,7.14,1,Beauty,9,3.8,12,3,12,Alexa,Gift Card,29.4,7,4,536,141.28,0.08,Dissatisfied,Occasional Buyer
AMZ-100129,35,Non-Binary,East Asia,2018,7,Prime,Silver,12,581.2,48.43,0.0,0,Office,6,2.9,31,14,40,Mobile,Debit Card,17.28,1,3,662,625.38,0.0613,Satisfied,Occasional Buyer
AMZ-100130,32,Non-Binary,North America,2022,3,Prime,Silver,3,155.48,51.83,33.33,1,Books,9,2.4,22,18,20,Smart TV,Debit Card,19.13,34,4,328,216.33,0.2654,Neutral,Occasional Buyer
AMZ-100131,34,Male,Europe,2022,3,Prime,Platinum,7,430.69,61.53,42.86,3,Beauty,5,2.1,38,7,13,Tablet,Gift Card,17.66,28,3,419,544.19,0.4261,Neutral,Occasional Buyer
AMZ-100132,31,Non-Binary,Southeast Asia,2020,5,Non-Prime,Gold,56,4523.74,80.78,0.0,0,Clothing,7,4.2,36,16,158,Desktop,Credit Card,30.97,4,1,573,5612.48,0.0192,Very Satisfied,Loyal Shopper
AMZ-100133,43,Non-Binary,Latin America,2019,6,Prime,Diamond,4,76.03,19.01,0.0,0,Office,2,1.3,44,0,4,Desktop,Debit Card,78.07,17,4,172,77.65,0.3714,Very Dissatisfied,Inactive User
AMZ-100134,69,Female,Southeast Asia,2016,9,Prime,Silver,25,8452.53,338.1,16.0,4,Automotive,2,4.7,39,8,65,Tablet,Net Banking,64.85,28,3,421,10110.89,0.9562,Very Satisfied,Premium Spender
AMZ-100135,65,Male,Southeast Asia,2016,9,Prime,Platinum,0,95.53,95.53,0.0,0,Toys,1,2.6,9,0,8,Tablet,Gift Card,74.43,39,4,283,125.97,0.6594,Dissatisfied,Inactive User
AMZ-100136,22,Female,East Asia,2017,8,Prime,Silver,11,297.57,27.05,0.0,0,Home & Kitchen,1,2.5,22,13,32,Smart TV,UPI,54.42,12,0,86,404.15,0.0721,Neutral,Occasional Buyer
AMZ-100137,28,Female,Latin America,2018,7,Prime,Silver,8,107.95,13.49,37.5,3,Toys,4,2.1,14,8,30,Tablet,Credit Card,75.39,27,2,490,130.19,0.5496,Satisfied,Occasional Buyer
AMZ-100138,19,Non-Binary,North America,2023,2,Non-Prime,Diamond,1,2.09,2.09,100.0,1,Sports,2,1.2,2,0,16,Desktop,UPI,9.71,3,0,168,3.09,0.4783,Neutral,Inactive User
AMZ-100139,30,Non-Binary,South Asia,2020,5,Non-Prime,Platinum,2,227.22,113.61,100.0,2,Clothing,5,2.3,31,2,49,Mobile,Net Banking,59.85,31,3,225,241.77,0.3383,Neutral,Occasional Buyer
AMZ-100140,67,Female,North America,2023,2,Non-Prime,Platinum,12,518.97,43.25,75.0,9,Clothing,6,2.7,29,97,148,Mobile,Amazon Pay,74.27,31,2,685,522.27,0.9924,Satisfied,Bargain Hunter
AMZ-100141,38,Female,South Asia,2016,9,Prime,Gold,10,498.77,49.88,0.0,0,Grocery,5,3.7,7,9,21,Tablet,UPI,59.86,6,3,202,578.59,0.7532,Satisfied,Occasional Buyer
AMZ-100142,32,Male,Europe,2019,6,Prime,Platinum,0,93.74,93.74,100.0,1,Beauty,4,1.1,26,4,1,Mobile,Gift Card,77.21,14,2,406,133.14,0.7328,Very Dissatisfied,Inactive User
AMZ-100143,46,Male,East Asia,2021,4,Non-Prime,Diamond,15,630.73,42.05,26.67,4,Grocery,7,4.0,43,38,207,Tablet,Credit Card,50.9,36,1,185,633.67,0.2467,Neutral,Bargain Hunter
AMZ-100144,60,Female,Middle East,2016,9,Prime,Diamond,19,13577.41,714.6,10.53,2,Beauty,9,3.6,9,14,103,Tablet,UPI,59.39,38,2,65,15990.01,0.7838,Satisfied,Premium Spender
AMZ-100145,51,Female,North America,2023,2,Non-Prime,Gold,36,13176.57,366.02,8.33,3,Automotive,5,4.7,19,18,117,Mobile,UPI,26.15,30,2,100,13998.22,0.3854,Very Satisfied,Premium Spender
AMZ-100146,57,Non-Binary,South Asia,2020,5,Non-Prime,Silver,3,72.21,24.07,0.0,0,Automotive,7,2.8,20,4,4,Tablet,Net Banking,2.33,3,3,56,86.21,0.4023,Very Dissatisfied,Inactive User
AMZ-100147,21,Male,North America,2018,7,Prime,Platinum,21,8771.67,417.7,19.05,4,Automotive,8,4.3,23,27,119,Mobile,Credit Card,54.12,17,2,158,8872.25,0.3221,Satisfied,Premium Spender
AMZ-100148,48,Female,Southeast Asia,2019,6,Prime,Diamond,65,1425.8,21.94,1.54,1,Office,4,4.5,18,47,117,Desktop,Gift Card,35.22,35,0,182,1593.94,0.3714,Very Satisfied,Loyal Shopper
AMZ-100149,34,Non-Binary,Southeast Asia,2015,10,Prime,Silver,21,518.76,24.7,19.05,4,Beauty,6,4.0,3,64,146,Desktop,Gift Card,39.69,26,3,74,710.7,0.9503,Satisfied,Bargain Hunter
AMZ-100150,47,Female,North America,2015,10,Non-Prime,Platinum,19,5213.72,274.41,5.26,1,Grocery,6,3.7,44,17,42,Tablet,Credit Card,55.81,18,1,546,6333.78,0.8727,Satisfied,Premium Spender
AMZ-100151,23,Male,North America,2018,7,Prime,Silver,43,8540.79,198.62,9.3,4,Home & Kitchen,4,4.0,38,9,113,Alexa,Credit Card,72.31,34,0,312,8570.81,0.0573,Neutral,Premium Spender
AMZ-100152,53,Male,South Asia,2023,2,Non-Prime,Gold,18,527.16,29.29,44.44,8,Books,5,2.8,29,43,173,Alexa,Debit Card,22.62,29,3,162,599.81,0.7871,Satisfied,Bargain Hunter
AMZ-100153,62,Male,Europe,2023,2,Prime,Silver,1,27.19,27.19,100.0,1,Sports,4,2.5,42,3,12,Desktop,Debit Card,5.01,20,3,689,32.78,0.3473,Dissatisfied,Inactive User
AMZ-100154,31,Male,North America,2022,3,Non-Prime,Silver,1,73.24,73.24,100.0,1,Clothing,9,2.1,36,4,14,Mobile,Amazon Pay,78.5,17,4,130,99.8,0.1912,Very Dissatisfied,Inactive User
AMZ-100155,70,Male,South Asia,2016,9,Prime,Silver,68,2748.52,40.42,0.0,0,Clothing,4,5.0,41,42,120,Smart TV,UPI,7.11,21,0,592,4096.01,0.2274,Satisfied,Loyal Shopper
AMZ-100156,51,Male,Southeast Asia,2020,5,Prime,Platinum,15,147.37,9.82,13.33,2,Grocery,1,3.9,9,89,187,Alexa,Credit Card,13.26,1,0,65,154.56,0.862,Dissatisfied,Bargain Hunter
AMZ-100157,68,Male,Middle East,2017,8,Prime,Platinum,36,6487.05,180.2,8.33,3,Automotive,1,4.6,31,14,98,Mobile,Credit Card,20.69,19,1,382,8947.02,0.7541,Very Satisfied,Premium Spender
AMZ-100158,45,Female,Latin America,2022,3,Prime,Diamond,29,5458.58,188.23,10.34,3,Automotive,1,4.8,1,13,53,Mobile,Credit Card,5.22,2,3,96,6524.99,0.7983,Neutral,Premium Spender
AMZ-100159,68,Male,North America,2019,6,Prime,Platinum,7,411.23,58.75,14.29,1,Office,8,3.6,11,19,52,Alexa,UPI,41.87,23,3,475,566.98,0.2764,Satisfied,Occasional Buyer
AMZ-100160,59,Non-Binary,Middle East,2016,9,Prime,Diamond,8,488.85,61.11,37.5,3,Grocery,4,2.8,5,8,55,Alexa,Gift Card,63.46,6,2,258,708.14,0.1689,Dissatisfied,Occasional Buyer
AMZ-100161,21,Male,East Asia,2019,6,Non-Prime,Gold,10,198.5,19.85,90.0,9,Toys,6,2.9,45,51,97,Smart TV,Debit Card,6.68,31,0,523,271.92,0.3197,Dissatisfied,Bargain Hunter
AMZ-100162,21,Female,Southeast Asia,2016,9,Prime,Silver,15,8013.13,534.21,26.67,4,Beauty,6,5.0,30,17,69,Smart TV,Amazon Pay,52.49,26,4,536,8385.86,0.0294,Neutral,Premium Spender
AMZ-100163,55,Male,Latin America,2018,7,Prime,Silver,4,539.64,134.91,0.0,0,Books,2,2.2,5,9,44,Mobile,Credit Card,56.82,10,1,363,663.56,0.3578,Dissatisfied,Occasional Buyer
AMZ-100164,38,Non-Binary,Latin America,2015,10,Prime,Gold,48,12831.06,267.31,2.08,1,Grocery,3,4.8,33,28,60,Mobile,UPI,27.84,17,1,74,17008.52,0.6209,Satisfied,Premium Spender
AMZ-100165,33,Female,Latin America,2018,7,Prime,Diamond,0,84.14,84.14,0.0,0,Beauty,2,1.9,1,0,2,Smart TV,Cash on Delivery,25.19,27,0,659,93.7,0.837,Neutral,Inactive User
AMZ-100166,52,Non-Binary,Europe,2019,6,Prime,Silver,27,153.95,5.7,11.11,3,Office,9,3.2,45,57,136,Alexa,Debit Card,60.74,35,3,400,212.92,0.7884,Satisfied,Bargain Hunter
AMZ-100167,63,Male,East Asia,2016,9,Prime,Platinum,32,4575.16,142.97,3.12,1,Grocery,6,4.5,13,32,150,Tablet,Credit Card,69.17,7,2,658,6809.67,0.1107,Satisfied,Loyal Shopper
AMZ-100168,39,Male,East Asia,2021,4,Prime,Silver,4,59.9,14.97,25.0,1,Office,9,2.8,18,6,35,Tablet,Credit Card,77.82,2,1,274,84.01,0.018,Satisfied,Occasional Buyer
AMZ-100169,55,Non-Binary,East Asia,2022,3,Prime,Platinum,26,3409.65,131.14,7.69,2,Beauty,5,4.3,35,23,78,Mobile,Debit Card,7.72,29,0,319,4376.58,0.2838,Satisfied,Loyal Shopper
AMZ-100170,21,Male,South Asia,2023,2,Non-Prime,Silver,33,3313.1,100.4,6.06,2,Books,4,3.9,27,39,137,Alexa,Debit Card,68.18,21,0,631,3620.11,0.079,Satisfied,Loyal Shopper
AMZ-100171,38,Female,Europe,2016,9,Prime,Platinum,43,13057.83,303.67,6.98,3,Sports,5,3.6,4,15,74,Tablet,Cash on Delivery,20.18,36,2,683,13808.22,0.0939,Neutral,Premium Spender
AMZ-100172,64,Male,North America,2021,4,Prime,Gold,4,3.26,0.81,25.0,1,Office,8,2.7,11,4,0,Mobile,Net Banking,72.85,14,0,658,4.71,0.4434,Neutral,Inactive User
AMZ-100173,45,Female,Latin America,2021,4,Prime,Diamond,12,763.68,63.64,16.67,2,Office,4,3.4,21,74,221,Smart TV,Gift Card,62.94,2,3,193,867.38,0.4729,Satisfied,Bargain Hunter
AMZ-100174,29,Non-Binary,North America,2015,10,Prime,Diamond,9,328.45,36.49,11.11,1,Books,6,3.3,25,18,31,Tablet,Net Banking,72.59,18,3,361,488.0,0.3313,Neutral,Occasional Buyer
AMZ-100175,66,Non-Binary,Latin America,2022,3,Prime,Silver,0,62.25,62.25,100.0,1,Home & Kitchen,6,1.9,48,3,12,Smart TV,UPI,0.61,7,2,403,65.61,0.3389,Very Dissatisfied,Inactive User
AMZ-100176,26,Male,Europe,2023,2,Prime,Gold,25,406.98,16.28,12.0,3,Sports,8,2.9,36,73,196,Tablet,Amazon Pay,22.76,16,4,570,510.23,0.8742,Neutral,Bargain Hunter
AMZ-100177,57,Female,Latin America,2015,10,Prime,Gold,17,572.79,33.69,23.53,4,Clothing,3,2.6,11,65,166,Smart TV,UPI,70.58,11,4,239,657.77,0.7184,Neutral,Bargain Hunter
AMZ-100178,66,Male,Southeast Asia,2021,4,Non-Prime,Silver,47,4249.03,90.4,4.26,2,Toys,4,3.5,17,32,105,Mobile,Gift Card,20.54,3,0,638,5656.87,0.0923,Satisfied,Loyal Shopper
AMZ-100179,56,Non-Binary,Southeast Asia,2023,2,Non-Prime,Diamond,19,393.26,20.7,10.53,2,Toys,2,4.0,28,34,165,Tablet,Credit Card,54.29,1,2,265,492.0,0.1389,Satisfied,Bargain Hunter
AMZ-100180,46,Female,South Asia,2016,9,Non-Prime,Diamond,23,10350.88,450.04,13.04,3,Beauty,6,4.7,2,25,109,Mobile,Gift Card,42.72,39,1,80,13947.2,0.5325,Satisfied,Premium Spender
AMZ-100181,48,Female,Middle East,2015,10,Prime,Silver,15,440.2,29.35,20.0,3,Toys,9,3.7,22,81,190,Tablet,Net Banking,65.34,37,3,276,592.62,0.4299,Neutral,Bargain Hunter
AMZ-100182,49,Female,East Asia,2016,9,Prime,Silver,3,92.69,30.9,33.33,1,Grocery,3,3.1,2,12,39,Mobile,UPI,68.6,14,0,62,97.27,0.8897,Neutral,Occasional Buyer
AMZ-100183,45,Female,Europe,2022,3,Non-Prime,Gold,1,37.01,37.01,100.0,1,Home & Kitchen,5,1.1,6,1,0,Mobile,Debit Card,11.41,0,0,558,39.87,0.0254,Dissatisfied,Inactive User
AMZ-100184,66,Male,Middle East,2015,10,Prime,Silver,12,258.4,21.53,16.67,2,Clothing,6,2.0,4,11,40,Smart TV,Gift Card,42.49,11,0,30,347.33,0.1406,Neutral,Occasional Buyer
AMZ-100185,43,Female,Latin America,2018,7,Non-Prime,Platinum,4,22.85,5.71,0.0,0,Beauty,6,3.0,42,4,10,Desktop,Gift Card,31.04,5,2,124,28.09,0.2892,Neutral,Inactive User
AMZ-100186,23,Female,Latin America,2021,4,Prime,Platinum,9,684.84,76.09,55.56,5,Office,4,3.2,17,54,190,Mobile,Amazon Pay,66.14,28,4,58,1013.95,0.3895,Satisfied,Bargain Hunter
AMZ-100187,30,Female,Southeast Asia,2015,10,Prime,Silver,4,97.07,24.27,0.0,0,Electronics,2,2.5,44,0,4,Tablet,Cash on Delivery,60.95,22,2,553,137.2,0.709,Dissatisfied,Inactive User
AMZ-100188,21,Non-Binary,East Asia,2021,4,Prime,Diamond,10,81.71,8.17,30.0,3,Automotive,3,2.7,0,12,30,Alexa,UPI,46.44,23,4,482,87.86,0.8168,Neutral,Occasional Buyer
AMZ-100189,54,Non-Binary,Latin America,2017,8,Prime,Platinum,8,381.25,47.66,62.5,5,Office,7,4.5,20,43,171,Smart TV,UPI,11.84,4,0,612,484.76,0.2277,Satisfied,Bargain Hunter
AMZ-100190,38,Female,North America,2020,5,Prime,Silver,46,4619.71,100.43,0.0,0,Grocery,6,4.6,10,21,106,Desktop,Credit Card,43.95,4,0,183,5256.69,0.8771,Very Satisfied,Loyal Shopper
AMZ-100191,53,Female,Middle East,2020,5,Non-Prime,Gold,31,4872.35,157.17,3.23,1,Beauty,6,4.9,10,41,107,Tablet,Amazon Pay,16.26,23,2,714,7110.55,0.3623,Satisfied,Loyal Shopper
AMZ-100192,24,Female,Latin America,2018,7,Non-Prime,Silver,31,13386.93,431.84,3.23,1,Beauty,3,5.0,47,19,90,Mobile,Amazon Pay,79.69,7,3,336,19056.09,0.8931,Neutral,Premium Spender
AMZ-100193,33,Non-Binary,Southeast Asia,2021,4,Prime,Platinum,23,318.33,13.84,26.09,6,Office,2,3.0,31,66,102,Desktop,Amazon Pay,74.34,21,2,565,402.25,0.6325,Dissatisfied,Bargain Hunter
AMZ-100194,47,Non-Binary,South Asia,2023,2,Prime,Platinum,25,351.1,14.04,36.0,9,Toys,3,4.1,18,75,124,Desktop,UPI,16.05,25,0,487,402.82,0.0143,Dissatisfied,Bargain Hunter
AMZ-100195,25,Non-Binary,Southeast Asia,2022,3,Non-Prime,Platinum,5,339.25,67.85,160.0,8,Clothing,5,3.8,8,32,126,Alexa,Credit Card,61.29,35,2,193,356.96,0.3991,Satisfied,Bargain Hunter
AMZ-100196,62,Female,North America,2016,9,Prime,Platinum,48,3931.79,81.91,4.17,2,Clothing,3,3.8,37,7,111,Desktop,Amazon Pay,23.97,39,0,374,5587.22,0.2422,Very Satisfied,Premium Spender
AMZ-100197,25,Male,South Asia,2017,8,Prime,Silver,16,3874.82,242.18,18.75,3,Sports,7,3.8,13,11,73,Mobile,UPI,12.19,26,4,230,4797.87,0.226,Satisfied,Premium Spender
AMZ-100198,39,Non-Binary,North America,2023,2,Non-Prime,Platinum,0,21.93,21.93,0.0,0,Office,1,1.1,22,0,18,Desktop,UPI,69.35,9,1,483,28.78,0.0718,Neutral,Inactive User
AMZ-100199,47,Male,South Asia,2020,5,Non-Prime,Gold,46,9315.34,202.51,6.52,3,Automotive,4,3.9,12,28,92,Mobile,Gift Card,73.34,7,1,11,11628.78,0.2843,Satisfied,Premium Spender
AMZ-100200,48,Non-Binary,South Asia,2023,2,Prime,Platinum,2,503.08,251.54,0.0,0,Automotive,1,3.4,28,17,21,Desktop,UPI,3.75,31,0,342,649.79,0.467,Satisfied,Occasional Buyer
AMZ-100201,18,Female,East Asia,2023,2,Prime,Platinum,25,1836.66,73.47,0.0,0,Office,3,4.6,8,20,87,Smart TV,Gift Card,67.42,3,3,140,2224.55,0.3773,Satisfied,Loyal Shopper
AMZ-100202,27,Non-Binary,Middle East,2023,2,Prime,Gold,8,580.24,72.53,12.5,1,Home & Kitchen,7,2.2,20,1,32,Alexa,Debit Card,57.04,12,4,535,801.03,0.9508,Dissatisfied,Occasional Buyer
AMZ-100203,59,Non-Binary,Southeast Asia,2019,6,Prime,Silver,9,213.93,23.77,22.22,2,Grocery,1,2.2,36,12,28,Mobile,Amazon Pay,39.89,38,3,552,264.84,0.111,Neutral,Occasional Buyer
AMZ-100204,48,Female,Southeast Asia,2018,7,Non-Prime,Gold,18,639.55,35.53,44.44,8,Toys,2,2.5,15,32,102,Mobile,Debit Card,29.69,37,2,99,856.3,0.6078,Neutral,Bargain Hunter
AMZ-100205,61,Male,Southeast Asia,2020,5,Prime,Diamond,48,7736.81,161.18,6.25,3,Grocery,5,4.9,27,7,57,Tablet,Debit Card,57.06,0,3,532,8848.63,0.3678,Neutral,Premium Spender
AMZ-100206,55,Female,South Asia,2019,6,Prime,Platinum,24,9525.67,396.9,4.17,1,Books,8,3.2,1,17,85,Tablet,Cash on Delivery,1.55,35,1,674,11873.1,0.4043,Satisfied,Premium Spender
AMZ-100207,43,Male,Europe,2018,7,Prime,Gold,36,4605.48,127.93,0.0,0,Automotive,6,3.9,0,34,102,Smart TV,UPI,24.95,27,0,103,4908.33,0.8571,Very Satisfied,Loyal Shopper
AMZ-100208,42,Male,Europe,2019,6,Prime,Gold,26,111.86,4.3,26.92,7,Grocery,1,4.0,6,26,223,Alexa,UPI,27.85,11,2,372,148.02,0.9742,Neutral,Bargain Hunter
AMZ-100209,21,Female,South Asia,2020,5,Prime,Silver,23,9563.56,415.81,0.0,0,Electronics,8,4.7,2,17,111,Desktop,Gift Card,56.81,28,1,225,11878.31,0.7474,Satisfied,Premium Spender
AMZ-100210,28,Male,North America,2016,9,Prime,Silver,3,5.78,1.93,0.0,0,Grocery,6,2.9,40,3,4,Alexa,Debit Card,16.4,25,3,198,6.19,0.6224,Very Dissatisfied,Inactive User
AMZ-100211,21,Female,North America,2022,3,Non-Prime,Platinum,29,2123.62,73.23,0.0,0,Home & Kitchen,1,3.9,48,17,112,Alexa,Gift Card,75.79,37,3,568,3068.78,0.7077,Satisfied,Loyal Shopper
AMZ-100212,55,Non-Binary,Europe,2016,9,Prime,Silver,69,3698.41,53.6,0.0,0,Toys,2,4.9,14,42,134,Smart TV,Credit Card,28.34,20,4,389,4206.39,0.807,Very Satisfied,Loyal Shopper
AMZ-100213,34,Female,Latin America,2015,10,Prime,Platinum,32,9562.32,298.82,6.25,2,Books,2,3.4,10,12,45,Tablet,Debit Card,31.35,5,0,271,12605.71,0.4982,Neutral,Premium Spender
AMZ-100214,42,Non-Binary,East Asia,2019,6,Prime,Gold,28,598.21,21.36,7.14,2,Electronics,2,4.5,18,30,165,Tablet,UPI,14.09,37,1,153,602.45,0.8294,Dissatisfied,Bargain Hunter
AMZ-100215,51,Male,East Asia,2016,9,Non-Prime,Diamond,13,549.34,42.26,15.38,2,Automotive,7,3.9,7,16,52,Desktop,Cash on Delivery,12.93,7,3,494,613.07,0.4582,Satisfied,Occasional Buyer
AMZ-100216,54,Non-Binary,East Asia,2023,2,Prime,Silver,36,1483.34,41.2,2.78,1,Sports,4,4.3,36,31,152,Desktop,Credit Card,30.16,27,1,254,1953.83,0.2221,Very Satisfied,Loyal Shopper
AMZ-100217,46,Female,Europe,2023,2,Non-Prime,Diamond,79,1547.13,19.58,2.53,2,Grocery,3,4.3,43,46,81,Smart TV,Amazon Pay,52.99,9,3,264,1666.11,0.9901,Very Satisfied,Loyal Shopper
AMZ-100218,37,Male,Europe,2018,7,Prime,Silver,6,795.28,132.55,100.0,6,Beauty,5,2.6,29,86,160,Tablet,Credit Card,73.47,38,2,717,1042.63,0.9924,Dissatisfied,Bargain Hunter
AMZ-100219,43,Female,Latin America,2015,10,Prime,Diamond,13,360.24,27.71,23.08,3,Beauty,4,2.7,22,18,10,Desktop,Gift Card,40.48,10,0,104,401.43,0.9563,Dissatisfied,Occasional Buyer
AMZ-100220,68,Non-Binary,Europe,2022,3,Prime,Diamond,36,13401.24,372.26,11.11,4,Books,5,3.6,34,9,107,Smart TV,UPI,26.11,18,4,699,16283.2,0.9038,Neutral,Premium Spender
AMZ-100221,69,Female,North America,2016,9,Prime,Platinum,45,4548.74,101.08,4.44,2,Sports,8,4.1,40,29,165,Tablet,Gift Card,23.66,38,3,493,4710.58,0.069,Satisfied,Loyal Shopper
AMZ-100222,51,Female,South Asia,2018,7,Non-Prime,Diamond,2,50.69,25.34,50.0,1,Beauty,8,1.8,23,4,7,Smart TV,Credit Card,52.37,2,1,432,64.35,0.2825,Neutral,Inactive User
AMZ-100223,27,Female,Europe,2019,6,Non-Prime,Silver,7,562.06,80.29,0.0,0,Books,8,2.8,6,6,50,Smart TV,Amazon Pay,16.29,20,4,211,626.81,0.0015,Satisfied,Occasional Buyer
AMZ-100224,30,Non-Binary,South Asia,2019,6,Prime,Gold,3,96.68,32.23,0.0,0,Office,7,1.4,49,0,3,Smart TV,Credit Card,71.68,36,0,111,136.16,0.1816,Neutral,Inactive User
AMZ-100225,71,Male,East Asia,2019,6,Non-Prime,Platinum,67,4588.15,68.48,2.99,2,Beauty,5,4.7,7,31,75,Smart TV,UPI,52.88,30,1,201,4635.57,0.269,Very Satisfied,Loyal Shopper
AMZ-100226,64,Male,Latin America,2018,7,Prime,Platinum,13,288.19,22.17,53.85,7,Beauty,9,3.8,20,87,106,Smart TV,Cash on Delivery,44.81,0,0,562,341.4,0.9329,Dissatisfied,Bargain Hunter
AMZ-100227,64,Male,Middle East,2015,10,Prime,Diamond,28,211.32,7.55,28.57,8,Beauty,7,2.9,38,89,212,Tablet,Debit Card,68.04,16,1,680,231.95,0.3453,Dissatisfied,Bargain Hunter
AMZ-100228,18,Non-Binary,South Asia,2021,4,Prime,Diamond,10,565.6,56.56,20.0,2,Grocery,1,2.8,2,68,152,Mobile,Amazon Pay,38.6,35,3,368,572.72,0.839,Neutral,Bargain Hunter
AMZ-100229,50,Female,South Asia,2020,5,Non-Prime,Platinum,8,488.65,61.08,12.5,1,Automotive,1,3.2,39,19,13,Desktop,Credit Card,4.13,0,4,282,606.48,0.1185,Satisfied,Occasional Buyer
AMZ-100230,37,Female,South Asia,2023,2,Non-Prime,Diamond,67,4160.01,62.09,2.99,2,Books,4,4.3,43,19,102,Tablet,Net Banking,23.2,21,2,312,5817.11,0.2505,Very Satisfied,Loyal Shopper
AMZ-100231,69,Male,Middle East,2016,9,Non-Prime,Platinum,8,564.41,70.55,25.0,2,Sports,8,3.7,32,19,28,Desktop,Net Banking,43.91,10,4,282,680.58,0.935,Satisfied,Occasional Buyer
AMZ-100232,65,Non-Binary,South Asia,2016,9,Prime,Gold,24,3877.34,161.56,4.17,1,Clothing,9,4.1,18,42,179,Desktop,Cash on Delivery,54.2,1,3,288,5121.45,0.6715,Satisfied,Loyal Shopper
AMZ-100233,27,Female,Middle East,2016,9,Non-Prime,Platinum,29,4394.29,151.53,13.79,4,Automotive,9,4.6,7,28,59,Alexa,Debit Card,5.4,28,1,16,4620.86,0.5478,Satisfied,Premium Spender
AMZ-100234,44,Male,Europe,2015,10,Prime,Diamond,3,40.36,13.45,33.33,1,Grocery,1,2.5,11,0,19,Smart TV,Cash on Delivery,5.92,2,1,97,50.11,0.2685,Dissatisfied,Inactive User
AMZ-100235,37,Male,South Asia,2020,5,Prime,Silver,38,10881.07,286.34,5.26,2,Automotive,9,4.9,19,11,94,Smart TV,Net Banking,47.92,19,2,366,13891.75,0.6416,Very Satisfied,Premium Spender
AMZ-100236,19,Male,East Asia,2018,7,Non-Prime,Gold,2,37.33,18.66,0.0,0,Clothing,4,2.1,0,0,0,Smart TV,UPI,9.37,24,1,78,41.31,0.9391,Very Dissatisfied,Inactive User
AMZ-100237,66,Non-Binary,South Asia,2015,10,Prime,Gold,25,241.84,9.67,12.0,3,Clothing,4,3.7,6,47,114,Tablet,Net Banking,20.25,35,2,649,290.09,0.8398,Neutral,Bargain Hunter
AMZ-100238,44,Non-Binary,Europe,2016,9,Prime,Platinum,61,3905.51,64.02,1.64,1,Home & Kitchen,6,3.8,49,19,76,Alexa,Amazon Pay,7.41,20,0,366,4410.71,0.4344,Satisfied,Loyal Shopper
AMZ-100239,56,Non-Binary,Middle East,2022,3,Prime,Gold,28,2641.22,94.33,0.0,0,Office,1,5.0,22,29,102,Alexa,Debit Card,4.0,32,0,365,2998.85,0.2476,Satisfied,Loyal Shopper
AMZ-100240,47,Non-Binary,North America,2016,9,Prime,Silver,59,2290.42,38.82,1.69,1,Electronics,7,4.1,9,42,117,Alexa,Amazon Pay,70.8,18,3,442,2614.86,0.7868,Satisfied,Loyal Shopper
AMZ-100241,63,Non-Binary,Latin America,2017,8,Prime,Diamond,22,3390.49,154.11,9.09,2,Grocery,1,4.6,8,17,169,Tablet,Net Banking,16.5,24,0,693,4848.1,0.035,Satisfied,Loyal Shopper
AMZ-100242,67,Male,East Asia,2018,7,Non-Prime,Diamond,11,299.89,27.26,18.18,2,Sports,5,3.3,14,8,47,Smart TV,Credit Card,5.12,33,2,697,303.18,0.301,Dissatisfied,Occasional Buyer
